id,info_title,info_description,info_termsOfService,info_contact_name,info_contact_url,info_contact_email,info_license_name,info_license_url,info_x-website,info_x-logo_url,info_x-logo_background,info_x-apiClientRegistration_url,info_x-pricing_type,info_x-pricing_url,externalDocs_description,externalDocs_url
citrixonline.com:scim,SCIM API,"The SCIM API lets you manage users in your Citrix organization. You can then automate the provisioning of product licenses for these users, and they can use your company's Single Sign-On solution through an Identity Provider.",https://developer.citrixonline.com/terms-use,Developer Support,https://developer.citrixonline.com,developer-support@citrixonline.com,,,,https://developer.citrixonline.com/sites/all/themes/citrix_responsive/logo.png,,,,,,https://developer.citrixonline.com/
citycontext.com,City Context,"City Context provides a straightforward API to access UK Open Data: crime statistics, schools, demographics and more.",,,,,,,,,,,,,,
clarify.io,Clarify,The API to Search and Understand Audio & Video Data.,,,,,,,,http://clarify.io/wp-content/themes/clarify/images/clarify-logo.png,,,,,,
clickmeter.com,ClickMeter API,Api dashboard for ClickMeter API,,Api Support,http://www.clickmeter.com/api,api@clickmeter.com,,,,https://s3.amazonaws.com/clickmeter.com/Web/static/cmlogo.svg,,,,,,
core.ac.uk,CORE API v2 (beta),"<p style=""text-align: justify;"">This is a documentation for CORE API v2.0. The CORE API is the programming 
    interface to <a href=""http://core-project.kmi.open.ac.uk/"">CORE</a>. You can use the API to access the 
    resources harvested and enriched by CORE. The API described here is currently in beta. If you 
    encounter any problems with the API, please report them to us.</p>

<h2>Overview</h2>
<p style=""text-align: justify;"">The API is organised by resource type. The resources are <b>articles</b>, 
    <b>journals</b> and <b>repositories</b> and are represented using JSON data format. Furthermore, 
    each resource has a list of methods. The API also provides two global methods for accessing all resources at once.</p>

<h2>Response format</h2>
<p style=""text-align: justify;"">Response for each query contains two fields: <b>status</b> and <b>data</b>.
    In case of an error status, the data field is empty. The data field contains a single object
    in case the request is for a specific identifier (e.g. CORE ID, CORE repository ID, etc.), or  
    contains a list of objects, for example for search queries. In case of batch requests, the response
    is an array of objects, each of which contains its own <b>status</b> and <b>data</b> fields.
    For search queries the response contains an additional field <b>totalHits</b>, which is the 
    total number of items which match the search criteria.</p>

<h2>Search query syntax</h2>

<p style=""text-align: justify"">All of the API search methods allow using complex search queries.
    The query can be a simple string or it can be built using terms and operators described in Elasticsearch
    <a href=""http://www.elastic.co/guide/en/elasticsearch/reference/1.4/query-dsl-query-string-query.html#query-string-syntax"">documentation</a>.
    The usable field names are <strong>title</strong>, <strong>description</strong>, <strong>fullText</strong>, 
    <strong>authorsString</strong>, <strong>publisher</strong>, <strong>repositoryIds</strong>, <strong>doi</strong>,
    <strong>identifiers</strong> (which is a list of article identifiers including OAI, URL, etc.), <strong>language.name</strong> 
    and <strong>year</strong>. Some example queries:
</p>

<ul style=""margin-left: 30px;"">
    <li><p>title:psychology and language.name:English</p></li>
    <li><p>repositoryIds:86 AND year:2014</p></li>
    <li><p>identifiers:""oai:aura.abdn.ac.uk:2164/3837"" OR identifiers:""oai:aura.abdn.ac.uk:2164/3843""</p></li>
    <li><p>doi:""10.1186/1471-2458-6-309""</p></li>
</ul>

<h2>Sort order</h2>

<p style=""text-align: justify;"">For search queries, the results are ordered by relevance score. For batch 
    requests, the results are retrieved in the order of the requests.</p>

<h2>Parameters</h2>
<p style=""text-align: justify;"">The API methods allow different parameters to be passed. Additionally, there is an API key parameter which is common to all API methods. For all API methods 
    the API key can be provided either as a query parameter or in the request header. If the API key 
    is not provided, the API will return HTTP 401 error. You can register for an API key <a href=""/intro/api"">here</a>.</p>

<h2>API methods</h2>
",,,,,,,,http://core.ac.uk/images/CORE-logo-sm.png,,,,,,
cybertaxonomy.eu,EU BON UTIS,The Unified Taxonomic Information Service (UTIS) is the taxonomic backbone for the EU-BON project,https://www.biodiversitycatalogue.org/services/79,,,EditSupport@bgbm.org,Mozilla Public License 2.0,http://www.mozilla.org/MPL/2.0/,,http://cybertaxonomy.eu/sites/all/themes/summertime_cdm/images/cdm-platform-header_2.jpg,,,,,,
datumbox.com,DatumBox,"Datumbox offers a Machine Learning platform composed of 14 classifiers and Natural Language processing functions. Functions include sentiment analysis, topic classification, readability assessment, language detection, and much more.",,,,,,,,http://www.datumbox.com/img/logo.png,,,,,,
dweet.io,dweet.io,Ridiculously simple messaging (and alerts) for the Internet of Things.,,,,,,,,,,,,,,
eriomem.net,MassiveRand TRNG Web Service,This is the experimental API documentation for <a href='http://www.massiverand.com/'>MassiveRand</a> TRNG Web Service. Serving true random numbers since December 2014!<p>Explore our <a href='../tutorials'>Tutorials</a>.</p>,terms.html,info@massiverand.com,,,Terms of Use,terms.html,,http://www.massiverand.com/wp-content/uploads/2014/01/logo.png,,,,,,
exavault.com,ExaVault,ExaVault's API allows you to incorporate ExaVault's suite of file transfer and user management tools into your own application.,,,,,,,,https://www.exavault.com/exavault-images/110xNxlogo220x40.png.pagespeed.ic.N1chK3UTV9.png,,,,,,
figure.nz,Figure.NZ API,"This API allows you to retrieve and use the published data available on [figure.nz](http://figure.nz). This is an early preview release, and is free to use.",http://figure.nz/learn-about-us/our-terms,,,api@figure.nz,,,,https://figure.nz/cdn/img/figurenz-logo.2a990688ae0f.png,,,,,Where the main API documentation is made available.,https://figure.nz/api/
firebrowse.org,FireBrowse Beta API,A simple and elegant way to explore cancer data,,,,,,,,http://firebrowse.org/img/beta_smaller.png,,,,,,
funshouts.com,FunShoutsAPI,FunShouts allows you to leave a simple voice mail message (a 'shout') by calling the hotline.,,,,,,,,http://www.funshouts.com/images/FunShoutsWebLogo.jpg,,http://api.funshouts.com/,,,,http://api.funshouts.com/
gavagai.se,Gavagai,Let us do the job and read your documents for you. We will bring you executive summaries and tonality scoring.,,,,,,,,https://developer.gavagai.se/images/gavagai-logo.png,,,,,,https://developer.gavagai.se/docs
geneea.com,Geneea Natural Language Processing,"<div class=""api-description"">
    <h2>Authentication</h2>
    <p>For all calls, supply your API key. <a href=""https://geneea.3scale.net/"">Sign up to <em>obtain the key</em></a>.</p>
    <p>
        Our API supports both <em>unencrypted (HTTP)</em> and <em>encrypted (HTTPS)</em> protocols.
        However, for security reasons, we strongly encourage using only the encrypted version.
    </p>
    <p>The API key should be supplied as either a request parameter <code>user_key</code> or in <code>Authorization</code> header.</p>
    <pre><code>Authorization: user_key &lt;YOUR_API_KEY&gt;</code></pre>

    <h2>API operations</h2>
    <p>
        All API operations can perform analysis on supplied raw text or on text extracted from a given URL.
        Optionally, one can supply additional information which can make the result more precise. An example
        of such information would be the language of text or a particular text extractor for URL resources.
    </p>
    <p>The supported types of analyses are:</p>
    <ul>
        <li><strong>lemmatization</strong> &longrightarrow;
            Finds out lemmata (basic forms) of all the words in the document.
        </li>
        <li><strong>correction</strong> &longrightarrow;
            Performs correction (diacritization) on all the words in the document.
        </li>
        <li><strong>topic detection</strong> &longrightarrow;
            Determines a topic of the document, e.g. finance or sports.
        </li>
        <li><strong>sentiment analysis</strong> &longrightarrow;
            Determines a sentiment of the document, i.e. how positive or negative the document is.
        </li>
        <li><strong>named entity recognition</strong> &longrightarrow;
            Finds named entities (like person, location, date etc.) mentioned the the document.
        </li>
    </ul>

    <h2>Encoding</h2>
    <p>The supplied text is expected to be in UTF-8 encoding, this is especially important for non-english texts.</p>

    <h2>Returned values</h2>
    <p>The API calls always return objects in serialized JSON format in UTF-8 encoding.</p>
    <p>
        If any error occurs, the HTTP response code will be in the range <code>4xx</code> (client-side error) or
        <code>5xx</code> (server-side error). In this situation, the body of the response will contain information
        about the error in JSON format, with <code>exception</code> and <code>message</code> values.
    </p>

    <h2>URL limitations</h2>
    <p>
        All the requests are semantically <code>GET</code>. However, for longer texts, you may run into issues
        with URL length limit. Therefore, it's possible to always issue a <code>POST</code> request with all
        the parameters encoded as a JSON in the request body.
    </p>
    <p>Example:</p>
    <pre><code>
        POST /s1/sentiment
        Content-Type: application/json

        {""text"":""There is no harm in being sometimes wrong - especially if one is promptly found out.""}
    </code></pre>
    <p>This is equivalent to <code>GET /s1/sentiment?text=There%20is%20no%20harm...</code></p>

    <h2>Request limitations</h2>
    <p>
        The API has other limitations concerning the size of the HTTP requests. The maximal allowed size of any
        POST request body is <em>512 KiB</em>. For request with a URL resource, the maximal allowed number of
        extracted characters from each such resource is <em>100,000</em>.
    </p>

    <h2>More information</h2>
    <p>
        <a href=""https://geneea.atlassian.net/wiki/display/IPD/The+Interpretor+API+Public+Documentation"" target=""_blank"">
        The Interpretor Public Documentation
        </a>
    </p>
</div>
",,,,,,,,http://www.geneea.com/wp-content/uploads/2015/05/vrstva-8.png,,,,,,
geodesystems.com,RAMADDA,"Search for data in lots of places - manage your documents, photos and critical business knowledge - communicate and coordinate with blogs, interactive wikis, and data integration dashboards.",,,,,,,,http://geodesystems.com/repository/images/geodesystems.png,,,,,,
gettyimages.com,Getty Images,Build applications using the world's most powerful imagery,,,,,,,,http://www.gettyimages.com/landing/assets/unisporkal_engine/images/getty-logo-1816218381653e0c1ea3a09df6a70b97.svg#black,,,,,,
glugbot.com,Glugbot API,Text Processing API for Creative Writing,http://glugbot.com/terms,,,ayush@glugbot.com,http://glugbot.com/license,http://glugbot.com/license,,,,,,,,
googleapis.com:adexchangebuyer,Ad Exchange Buyer API,"Accesses your bidding-account information, submits creatives for validation, finds available direct deals, and retrieves performance reports.",,Google,https://google.com,,,,,https://www.doubleclickbygoogle.com/static/core/img/doubleclick-google-logo-wide.svg,,https://console.developers.google.com,,,,https://developers.google.com/ad-exchange/buyer-rest
googleapis.com:adexchangeseller,Ad Exchange Seller API,Gives Ad Exchange seller users access to their inventory and the ability to generate reports,,Google,https://google.com,,,,,https://www.doubleclickbygoogle.com/static/core/img/doubleclick-google-logo-wide.svg,,https://console.developers.google.com,,,,https://developers.google.com/ad-exchange/seller-rest/
googleapis.com:admin,Admin Reports API,"Allows the administrators of Google Apps customers to fetch reports about the usage, collaboration, security and risk for their users.",,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/admin-sdk/reports/
googleapis.com:adsense,AdSense Management API,Gives AdSense publishers access to their inventory and the ability to generate reports,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/adsense/management/
googleapis.com:adsensehost,AdSense Host API,"Gives AdSense Hosts access to report generation, ad code generation, and publisher management capabilities.",,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/adsense/host/
googleapis.com:analytics,Google Analytics API,View and manage your Google Analytics data,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/analytics_64dp.png,,https://console.developers.google.com,,,,https://developers.google.com/analytics/
googleapis.com:androidenterprise,Google Play EMM API,Allows MDMs/EMMs and enterprises to manage the deployment of apps to Android for Work users.,,Google,https://google.com,,,,,https://www.gstatic.com/android/market_images/web/play_logo_x2.png,,https://console.developers.google.com,,,,https://developers.google.com/play/enterprise
googleapis.com:androidpublisher,Google Play Developer API,Lets Android application developers access their Google Play accounts.,,Google,https://google.com,,,,,https://www.gstatic.com/android/market_images/web/play_logo_x2.png,,https://console.developers.google.com,,,,https://developers.google.com/android-publisher
googleapis.com:appsactivity,Google Apps Activity API,Provides a historical view of activity.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/google-apps/activity/
googleapis.com:appstate,Google App State API,The Google App State API.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/games/services/web/api/states
googleapis.com:autoscaler,Google Compute Engine Autoscaler API,The Google Compute Engine Autoscaler API provides autoscaling for groups of Cloud VMs.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,http://developers.google.com/compute/docs/autoscaler
googleapis.com:bigquery,BigQuery API,"A data platform for customers to create, manage, share and query data.",,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://cloud.google.com/bigquery/
googleapis.com:blogger,Blogger API,API for access to the data within Blogger.,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/blogger_64dp.png,,https://console.developers.google.com,,,,https://developers.google.com/blogger/docs/3.0/getting_started
googleapis.com:books,Books API,Lets you search for books and manage your Google Books library.,,Google,https://google.com,,,,,https://www.google.com/intl/en/images/logos/books_logo_lg.png,,https://console.developers.google.com,,,,https://developers.google.com/books/docs/v1/getting_started
googleapis.com:calendar,Calendar API,Lets you manipulate events and other calendar data.,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/calendar_64dp.png,,https://console.developers.google.com,,,,https://developers.google.com/google-apps/calendar/firstapp
googleapis.com:civicinfo,Google Civic Information API,An API for accessing civic information.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/civic-information
googleapis.com:classroom,Google Classroom API,Google Classroom API,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/classroom/
googleapis.com:clouddebugger,Google Cloud Debugger API,Lets you examine the stack and variables of your running application without stopping or slowing it down.,,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://cloud.google.com/tools/cloud-debugger
googleapis.com:cloudmonitoring,Cloud Monitoring API,API for accessing Google Cloud and API monitoring data.,,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://cloud.google.com/monitoring/v2beta2/
googleapis.com:cloudresourcemanager,Google Cloud Resource Manager API,"The Google Cloud Resource Manager API provides methods for creating, reading, and updating of project metadata.",,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://cloud.google.com/resource-manager
googleapis.com:cloudtrace,Google Cloud Trace API,The Google Cloud Trace API provides services for reading and writing runtime trace data for Cloud applications.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://cloud.google.com/tools/cloud-trace
googleapis.com:clouduseraccounts,Cloud User Accounts API,API for the Google Cloud User Accounts service.,,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://cloud.google.com/compute/docs/access/user-accounts/api/latest/
googleapis.com:compute,Compute Engine API,API for the Google Compute Engine service.,,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://developers.google.com/compute/docs/reference/latest/
googleapis.com:container,Google Container Engine API,"The Google Container Engine API is used for building and managing container based applications, powered by the open source Kubernetes technology.",,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://cloud.google.com/container-engine/
googleapis.com:content,Content API for Shopping,"Manage product items, inventory, and Merchant Center accounts for Google Shopping.",,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://developers.google.com/shopping-content
googleapis.com:coordinate,Google Maps Coordinate API,Lets you view and manage jobs in a Coordinate team.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/coordinate/
googleapis.com:customsearch,CustomSearch API,Lets you search over a website or collection of websites,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/custom-search/v1/using_rest
googleapis.com:dataflow,Google Dataflow API,Google Dataflow API.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://cloud.google.com/dataflow
googleapis.com:datastore,Google Cloud Datastore API,API for accessing Google Cloud Datastore.,,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://developers.google.com/datastore/
googleapis.com:dfareporting,DCM/DFA Reporting And Trafficking API,Manage your DoubleClick Campaign Manager ad campaigns and reports.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/doubleclick-advertisers/reporting/
googleapis.com:discovery,APIs Discovery Service,"Lets you discover information about other Google APIs, such as what APIs are available, the resource and method details for each API.",,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/discovery/
googleapis.com:dns,Google Cloud DNS API,The Google Cloud DNS API provides services for configuring and serving authoritative DNS records.,,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://developers.google.com/cloud-dns
googleapis.com:doubleclickbidmanager,DoubleClick Bid Manager API,API for viewing and managing your reports in DoubleClick Bid Manager.,,Google,https://google.com,,,,,https://www.doubleclickbygoogle.com/static/core/img/doubleclick-google-logo-wide.svg,,https://console.developers.google.com,,,,https://developers.google.com/bid-manager/
googleapis.com:doubleclicksearch,DoubleClick Search API,"Report and modify your advertising data in DoubleClick Search (for example, campaigns, ad groups, keywords, and conversions).",,Google,https://google.com,,,,,https://www.doubleclickbygoogle.com/static/core/img/doubleclick-google-logo-wide.svg,,https://console.developers.google.com,,,,https://developers.google.com/doubleclick-search/
googleapis.com:drive,Drive API,The API to interact with Drive.,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/drive_32dp.png,,https://console.developers.google.com,,,,https://developers.google.com/drive/
googleapis.com:fitness,Fitness,Google Fit API,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/fit/rest/
googleapis.com:freebase,Freebase Search,Find Freebase entities using textual queries and other constraints.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/freebase/
googleapis.com:fusiontables,Fusion Tables API,API for working with Fusion Tables data.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/fusiontables
googleapis.com:games,Google Play Game Services API,The API for Google Play Game Services.,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/play_games_64dp.png,,https://console.developers.google.com,,,,https://developers.google.com/games/services/
googleapis.com:gamesConfiguration,Google Play Game Services Publishing API,The Publishing API for Google Play Game Services.,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/play_games_64dp.png,,https://console.developers.google.com,,,,https://developers.google.com/games/services
googleapis.com:gamesManagement,Google Play Game Services Management API,The Management API for Google Play Game Services.,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/play_games_64dp.png,,https://console.developers.google.com,,,,https://developers.google.com/games/services
googleapis.com:gan,Google Affiliate Network API,Lets you have programmatic access to your Google Affiliate Network data.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/affiliate-network/
googleapis.com:genomics,Genomics API,Provides access to Genomics data.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/genomics/v1beta2/reference
googleapis.com:gmail,Gmail API,The Gmail REST API.,,Google,https://google.com,,,,,https://www.gstatic.com/images/icons/material/product/2x/gmail_64dp.png,,https://console.developers.google.com,,,,https://developers.google.com/gmail/api/
googleapis.com:groupsmigration,Groups Migration API,Groups Migration Api.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/google-apps/groups-migration/
googleapis.com:groupssettings,Groups Settings API,Lets you manage permission levels and related settings of a group.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/google-apps/groups-settings/get_started
googleapis.com:identitytoolkit,Google Identity Toolkit API,Help the third party sites to implement federated login.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/identity-toolkit/v3/
googleapis.com:licensing,Enterprise License Manager API,Licensing API to view and manage license for your domain.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/google-apps/licensing/
googleapis.com:logging,Google Cloud Logging API,"The Google Cloud Logging API lets you write log entries and manage your logs, log sinks and logs-based metrics.",,Google,https://google.com,,,,,https://cloud.google.com/_static/images/new-gcp-logo.png,,https://console.developers.google.com,,,,https://cloud.google.com/logging/docs/
googleapis.com:manager,Deployment Manager API,"The Deployment Manager API allows users to declaratively configure, deploy and run complex solutions on the Google Cloud Platform.",,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/deployment-manager/
googleapis.com:mirror,Google Mirror API,API for interacting with Glass users via the timeline.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/glass
googleapis.com:oauth2,Google OAuth2 API,Lets you access OAuth2 protocol related APIs.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/accounts/docs/OAuth2
googleapis.com:pagespeedonline,PageSpeed Insights API,Lets you analyze the performance of a web page and get tailored suggestions to make that page faster.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/speed/docs/insights/v2/getting-started
googleapis.com:partners,Google Partners API,"Lets advertisers search certified companies and create contact leads with them, and also audits the usage of clients.",,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/partners/
googleapis.com:playmoviespartner,Google Play Movies Partner API,Lets Google Play Movies Partners get the delivery status of their titles.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,https://developers.google.com/playmoviespartner/
googleapis.com:plus,Google+ API,The Google+ API enables developers to build on top of the Google+ platform.,,Google,https://google.com,,,,,https://developers.google.com/+/images/branding/g+128.png,,https://console.developers.google.com,,,,https://developers.google.com/+/api/
googleapis.com:plusDomains,Google+ Domains API,The Google+ API enables developers to build on top of the Google+ platform.,,Google,https://google.com,,,,,https://developers.google.com/+/images/branding/g+128.png,,https://console.developers.google.com,,,,https://developers.google.com/+/domains/
googleapis.com:prediction,Prediction API,Lets you access a cloud hosted machine learning service that makes it easy to build smart apps,,Google,https://google.com,,,,,https://www.google.com/images/icons/feature/predictionapi-64.png,,https://console.developers.google.com,,,,https://developers.google.com/prediction/docs/developer-guide
googleapis.com:qpxExpress,QPX Express API,Lets you find the least expensive flights between an origin and a destination.,,Google,https://google.com,,,,,https://www.google.com/images/branding/googlelogo/2x/googlelogo_color_272x92dp.png,,https://console.developers.google.com,,,,http://developers.google.com/qpx-express
